figure,dataset,Method,alpha,target_coverage,n_cal,n_ref,n_test,run_id,run_seed,Coverage,Length,metric_name,method_core,qhat
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,9,4233261,0.8423333333333334,1.6875333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,10,9504621,0.9732,9.805733333333333,prediction_set_size,standard_real,0.9999768621010648
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,10,9504621,0.8399333333333333,1.6544666666666668,prediction_set_size,standard_reference,0.9728741518525482
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,10,9504621,0.8400666666666666,1.6568666666666667,prediction_set_size,spi_fast_form,0.9730296647922181
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,10,9504621,0.8638666666666667,1.9075333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,11,5118207,0.9976,27.5104,prediction_set_size,standard_real,0.9999992845033506
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,11,5118207,0.8119333333333333,1.448,prediction_set_size,standard_reference,0.9569534074932746
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,11,5118207,0.955,6.635666666666666,prediction_set_size,spi_fast_form,0.9998615678971114
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,11,5118207,0.9666666666666667,8.037266666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,12,8690244,0.9796666666666667,11.926733333333333,prediction_set_size,standard_real,0.9999921874872741
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,12,8690244,0.8366,1.6142,prediction_set_size,standard_reference,0.9714505583353904
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,12,8690244,0.8701333333333333,1.9568666666666668,prediction_set_size,spi_fast_form,0.9858357202440562
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,12,8690244,0.8995333333333333,2.5814666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,13,8229426,0.8980666666666667,2.4348666666666667,prediction_set_size,standard_real,0.993577471064463
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,13,8229426,0.8338,1.5965333333333334,prediction_set_size,standard_reference,0.969508852756669
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,13,8229426,0.8359333333333333,1.6116,prediction_set_size,spi_fast_form,0.9705309516186598
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,13,8229426,0.8638666666666667,1.8610666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,14,348525,0.9658,8.434666666666667,prediction_set_size,standard_real,0.9999504601632341
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,14,348525,0.8514666666666667,1.7478,prediction_set_size,standard_reference,0.9775252414006566
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,14,348525,0.9551333333333333,6.9383333333333335,prediction_set_size,spi_fast_form,0.9998816658285483
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,14,348525,0.9624666666666667,7.774333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,15,8277021,0.7582666666666666,1.2062,prediction_set_size,standard_real,0.9199863696323184
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,15,8277021,0.8538,1.7488,prediction_set_size,standard_reference,0.9785474242398917
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,15,8277021,0.8546666666666667,1.7554,prediction_set_size,spi_fast_form,0.9788539681210126
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,15,8277021,0.7226,1.0992666666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,16,3118312,0.9786,11.126533333333333,prediction_set_size,standard_real,0.9999883097661856
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,16,3118312,0.8280666666666666,1.5555333333333334,prediction_set_size,standard_reference,0.9658988345818824
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,16,3118312,0.9533333333333334,6.559466666666666,prediction_set_size,spi_fast_form,0.9998509817428184
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,16,3118312,0.9654,7.958866666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,17,4091990,0.8434666666666667,1.6396666666666666,prediction_set_size,standard_real,0.9731777596858265
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,17,4091990,0.8346,1.5721333333333334,prediction_set_size,standard_reference,0.9686418342090566
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,17,4091990,0.8360666666666666,1.5827333333333333,prediction_set_size,spi_fast_form,0.969400440609069
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,17,4091990,0.8392,1.6064666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,18,2569919,0.9734666666666667,10.253333333333334,prediction_set_size,standard_real,0.9999817585626297
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,18,2569919,0.8408,1.6878666666666666,prediction_set_size,standard_reference,0.975293929468033
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,18,2569919,0.8408,1.6882666666666666,prediction_set_size,spi_fast_form,0.975315986238176
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,18,2569919,0.843,1.7062,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,10,1000,15000,19,5495936,0.9952666666666666,26.038666666666668,prediction_set_size,standard_real,0.9999991035978442
Figure 5,ImageNet,Synthetic-only,0.1,0.9,10,1000,15000,19,5495936,0.8466666666666667,1.7317333333333333,prediction_set_size,standard_reference,0.9777803473943075
Figure 5,ImageNet,SPI,0.1,0.9,10,1000,15000,19,5495936,0.8466666666666667,1.732,prediction_set_size,spi_fast_form,0.9777898877263147
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,10,1000,15000,19,5495936,0.8706666666666667,1.9732666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,0,2492284,0.8668,1.8848666666666667,prediction_set_size,standard_real,0.9839493528159264
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,0,2492284,0.8398,1.6126,prediction_set_size,standard_reference,0.97114514363627
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,0,2492284,0.8400666666666666,1.6136666666666666,prediction_set_size,spi_fast_form,0.9712634079742035
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,0,2492284,0.8412666666666667,1.6242,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,1,6438288,0.986,13.709133333333334,prediction_set_size,standard_real,0.9999970513802754
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,1,6438288,0.8334,1.6102,prediction_set_size,standard_reference,0.9706945327832379
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,1,6438288,0.8338,1.6128666666666667,prediction_set_size,spi_fast_form,0.9708362860407368
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,1,6438288,0.8760666666666667,2.0761333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,2,275592,0.9602666666666667,7.51,prediction_set_size,standard_real,0.9999192877007196
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,2,275592,0.8295333333333333,1.6064666666666667,prediction_set_size,standard_reference,0.9698724799072207
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,2,275592,0.9143333333333333,3.4122666666666666,prediction_set_size,spi_fast_form,0.9981883864524267
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,2,275592,0.9502,6.4206666666666665,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,3,2731692,0.9824666666666667,12.914666666666667,prediction_set_size,standard_real,0.9999953978828906
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,3,2731692,0.8194,1.5062666666666666,prediction_set_size,standard_reference,0.9620848627632432
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,3,2731692,0.8912666666666667,2.3221333333333334,prediction_set_size,spi_fast_form,0.992505981958631
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,3,2731692,0.9475333333333333,6.176666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,4,1441594,0.971,9.4554,prediction_set_size,standard_real,0.9999727407147511
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,4,1441594,0.8391333333333333,1.6387333333333334,prediction_set_size,standard_reference,0.9722114063279922
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,4,1441594,0.8726,1.9984,prediction_set_size,spi_fast_form,0.9867726979010255
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,4,1441594,0.918,3.3428,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,5,7551662,0.9729333333333333,10.284266666666667,prediction_set_size,standard_real,0.9999824829915102
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,5,7551662,0.8473333333333334,1.7022,prediction_set_size,standard_reference,0.9762860488394388
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,5,7551662,0.8477333333333333,1.7054,prediction_set_size,spi_fast_form,0.9764771446422026
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,5,7551662,0.7699333333333334,1.2559333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,6,4731878,0.9406666666666667,5.5022,prediction_set_size,standard_real,0.999701744919819
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,6,4731878,0.8566666666666667,1.8339333333333334,prediction_set_size,standard_reference,0.9816399734361968
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,6,4731878,0.8707333333333334,2.0096,prediction_set_size,spi_fast_form,0.9868515334193333
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,6,4731878,0.8888,2.3296,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,7,9486483,0.9513333333333334,6.2956666666666665,prediction_set_size,standard_real,0.9998288541844006
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,7,9486483,0.8527333333333333,1.7412,prediction_set_size,standard_reference,0.9777412856035936
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,7,9486483,0.869,1.9133333333333333,prediction_set_size,spi_fast_form,0.984276434884459
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,7,9486483,0.9494666666666667,6.1114,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,8,857393,0.8734,2.0472,prediction_set_size,standard_real,0.9876936511299216
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,8,857393,0.8363333333333334,1.6602666666666666,prediction_set_size,standard_reference,0.9734714832364928
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,8,857393,0.8364666666666667,1.6619333333333333,prediction_set_size,spi_fast_form,0.9735700849955434
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,8,857393,0.8646,1.9310666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,9,4233261,0.9676666666666667,8.8036,prediction_set_size,standard_real,0.9999600558557984
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,9,4233261,0.8482666666666666,1.7508666666666666,prediction_set_size,standard_reference,0.9776815367955303
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,9,4233261,0.8494,1.7597333333333334,prediction_set_size,spi_fast_form,0.97807193492936
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,9,4233261,0.7670666666666667,1.2612,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,10,9504621,0.9732,9.804666666666666,prediction_set_size,standard_real,0.9999768621010648
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,10,9504621,0.8378666666666666,1.6392,prediction_set_size,standard_reference,0.9719054569149241
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,10,9504621,0.8446,1.6962,prediction_set_size,spi_fast_form,0.9753211542643309
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,10,9504621,0.9202,3.6806,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,11,5118207,0.9976,27.5088,prediction_set_size,standard_real,0.9999992845033506
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,11,5118207,0.8114666666666667,1.4454,prediction_set_size,standard_reference,0.9566365135078297
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,11,5118207,0.9048666666666667,2.6703333333333332,prediction_set_size,spi_fast_form,0.9955529128751031
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,11,5118207,0.955,6.6382666666666665,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,12,8690244,0.9812666666666666,12.326133333333333,prediction_set_size,standard_real,0.9999936148103509
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,12,8690244,0.8382666666666667,1.6278,prediction_set_size,standard_reference,0.9722749893894835
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,12,8690244,0.8701333333333333,1.9570666666666667,prediction_set_size,spi_fast_form,0.9858357202440562
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,12,8690244,0.9649333333333333,8.0622,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,13,8229426,0.9727333333333333,9.436066666666667,prediction_set_size,standard_real,0.9999717881551338
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,13,8229426,0.8382,1.6314666666666666,prediction_set_size,standard_reference,0.9717504341745898
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,13,8229426,0.8402666666666667,1.6473333333333333,prediction_set_size,spi_fast_form,0.9728497048331994
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,13,8229426,0.8982,2.4389333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,14,348525,0.9658,8.4348,prediction_set_size,standard_real,0.9999504601632341
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,14,348525,0.8420666666666666,1.6652,prediction_set_size,standard_reference,0.9731621682612056
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,14,348525,0.9552,6.9388,prediction_set_size,spi_fast_form,0.9998816658285483
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,14,348525,0.9586666666666667,7.337133333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,15,8277021,0.9528,6.427,prediction_set_size,standard_real,0.9998411948053925
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,15,8277021,0.8575333333333334,1.7798,prediction_set_size,standard_reference,0.9799953031978773
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,15,8277021,0.8576666666666667,1.7809333333333333,prediction_set_size,spi_fast_form,0.980046932565794
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,15,8277021,0.7739333333333334,1.2665333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,16,3118312,0.9786,11.127533333333334,prediction_set_size,standard_real,0.9999883097661856
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,16,3118312,0.8231333333333334,1.5230666666666666,prediction_set_size,standard_reference,0.9630547876240532
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,16,3118312,0.9031333333333333,2.664066666666667,prediction_set_size,spi_fast_form,0.995427957770995
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,16,3118312,0.9533333333333334,6.559866666666666,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,17,4091990,0.9582666666666667,6.769933333333333,prediction_set_size,standard_real,0.9998785362208537
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,17,4091990,0.8219333333333333,1.4968666666666666,prediction_set_size,standard_reference,0.9624912508453626
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,17,4091990,0.8301333333333333,1.5434,prediction_set_size,spi_fast_form,0.9664494740592359
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,17,4091990,0.8434,1.6392,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,18,2569919,0.9856666666666667,13.998,prediction_set_size,standard_real,0.9999973280780777
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,18,2569919,0.8412,1.6896666666666667,prediction_set_size,standard_reference,0.9753858321321208
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,18,2569919,0.9021333333333333,2.7682,prediction_set_size,spi_fast_form,0.9960610972140554
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,18,2569919,0.9743333333333334,10.475066666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,15,1000,15000,19,5495936,0.9952666666666666,26.0394,prediction_set_size,standard_real,0.9999991035978442
Figure 5,ImageNet,Synthetic-only,0.1,0.9,15,1000,15000,19,5495936,0.8366666666666667,1.6370666666666667,prediction_set_size,standard_reference,0.9724725361134173
Figure 5,ImageNet,SPI,0.1,0.9,15,1000,15000,19,5495936,0.8801333333333333,2.1200666666666668,prediction_set_size,spi_fast_form,0.9895300345586968
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,15,1000,15000,19,5495936,0.8931333333333333,2.4110666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,0,2492284,0.9062,2.6795333333333335,prediction_set_size,standard_real,0.9956761861066507
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,0,2492284,0.835,1.5717333333333334,prediction_set_size,standard_reference,0.9682846174329381
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,0,2492284,0.8669333333333333,1.8846,prediction_set_size,spi_fast_form,0.9839493528159264
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,0,2492284,0.8858666666666667,2.1606666666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,1,6438288,0.8891333333333333,2.3396,prediction_set_size,standard_real,0.9928000113395684
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,1,6438288,0.8371333333333333,1.6302,prediction_set_size,standard_reference,0.9720856174810147
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,1,6438288,0.8744,2.0538,prediction_set_size,spi_fast_form,0.9883869129787819
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,1,6438288,0.8829333333333333,2.207333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,2,275592,0.9503333333333334,6.474466666666666,prediction_set_size,standard_real,0.9998461986119817
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,2,275592,0.8350666666666666,1.6514,prediction_set_size,standard_reference,0.9728681429416878
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,2,275592,0.9142666666666667,3.412,prediction_set_size,spi_fast_form,0.9981883864524267
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,2,275592,0.9236,4.191466666666667,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,3,2731692,0.9808,12.3186,prediction_set_size,standard_real,0.9999938448041696
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,3,2731692,0.8205333333333333,1.5142,prediction_set_size,standard_reference,0.9628350350450767
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,3,2731692,0.8912666666666667,2.3218666666666667,prediction_set_size,spi_fast_form,0.992505981958631
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,3,2731692,0.9084666666666666,2.8440666666666665,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,4,1441594,0.9176,3.3017333333333334,prediction_set_size,standard_real,0.9979666198847645
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,4,1441594,0.85,1.7358,prediction_set_size,standard_reference,0.977588976543356
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,4,1441594,0.8726,1.9985333333333333,prediction_set_size,spi_fast_form,0.9867726979010255
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,4,1441594,0.8995333333333333,2.4987333333333335,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,5,7551662,0.8098,1.433,prediction_set_size,standard_real,0.9557882537096072
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,5,7551662,0.8490666666666666,1.7200666666666666,prediction_set_size,standard_reference,0.9772111633603481
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,5,7551662,0.8515333333333334,1.7368,prediction_set_size,spi_fast_form,0.9780269870215601
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,5,7551662,0.7913333333333333,1.3421333333333334,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,6,4731878,0.8808,2.1668666666666665,prediction_set_size,standard_real,0.9900995948300914
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,6,4731878,0.8478,1.7464666666666666,prediction_set_size,standard_reference,0.9781817718354886
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,6,4731878,0.8707333333333334,2.0090666666666666,prediction_set_size,spi_fast_form,0.9868515334193333
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,6,4731878,0.8767333333333334,2.1026666666666665,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,7,9486483,0.9493333333333334,6.1034,prediction_set_size,standard_real,0.9998068149360478
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,7,9486483,0.8529333333333333,1.7415333333333334,prediction_set_size,standard_reference,0.9777759975631263
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,7,9486483,0.9356666666666666,5.0187333333333335,prediction_set_size,spi_fast_form,0.9995786546309753
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,7,9486483,0.9426,5.593533333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,8,857393,0.8720666666666667,2.026,prediction_set_size,standard_real,0.9872463062740275
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,8,857393,0.8385333333333334,1.6787333333333334,prediction_set_size,standard_reference,0.9744690276680334
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,8,857393,0.8644666666666667,1.9276666666666666,prediction_set_size,spi_fast_form,0.9846465496040179
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,8,857393,0.8688666666666667,1.9799333333333333,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,9,4233261,0.9088666666666667,3.0342666666666664,prediction_set_size,standard_real,0.9971390145273675
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,9,4233261,0.8481333333333333,1.7498,prediction_set_size,standard_reference,0.9776293214820186
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,9,4233261,0.8486,1.753,prediction_set_size,spi_fast_form,0.9777961553417324
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,9,4233261,0.8319333333333333,1.611,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,10,9504621,0.9201333333333334,3.6722,prediction_set_size,standard_real,0.9985942163862636
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,10,9504621,0.8432,1.6772,prediction_set_size,standard_reference,0.9741876592695575
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,10,9504621,0.8552,1.7918666666666667,prediction_set_size,spi_fast_form,0.9797218668563732
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,10,9504621,0.8841333333333333,2.2142,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,11,5118207,0.955,6.635666666666666,prediction_set_size,standard_real,0.9998615678971114
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,11,5118207,0.8154666666666667,1.4707333333333332,prediction_set_size,standard_reference,0.9590660425197234
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,11,5118207,0.9342666666666667,4.9154,prediction_set_size,spi_fast_form,0.9995385312900738
Figure 5,ImageNet,RSA-CP (OT) (Ours),0.1,0.9,20,1000,15000,11,5118207,0.9402666666666667,5.4122,prediction_set_size,rsa_cp_barycentric_ot_betabin,
Figure 5,ImageNet,SCP,0.1,0.9,20,1000,15000,12,8690244,0.9796666666666667,11.926866666666667,prediction_set_size,standard_real,0.9999921874872741
Figure 5,ImageNet,Synthetic-only,0.1,0.9,20,1000,15000,12,8690244,0.8396666666666667,1.6392,prediction_set_size,standard_reference,0.9728976727957209
Figure 5,ImageNet,SPI,0.1,0.9,20,1000,15000,12,8690244,0.87,1.9575333333333333,prediction_set_size,spi_fast_form,0.9858357202440562
