"Method","Cov","Width","Time","Dataset","Trial","Shock_Probability"
"RSA-CP (OT) (Ours)",0.7845,4.7444160037489,0,"LogNormal",46,0.2
"SCP",0.8185,5.12545094546175,0,"LogNormal",46,0.3
"RSA-CP (OT) (Ours)",0.7795,4.66373066753661,0.0200000000000102,"LogNormal",46,0.3
"SCP",0.8185,5.12545094546175,0,"LogNormal",46,0.4
"RSA-CP (OT) (Ours)",0.7745,4.6048747813939,0,"LogNormal",46,0.4
"SCP",0.8185,5.12545094546175,0,"LogNormal",46,0.5
"RSA-CP (OT) (Ours)",0.7815,4.69381583555346,0,"LogNormal",46,0.5
"SCP",0.9965,18.0436088949774,0,"Student-t",46,0
"RSA-CP (OT) (Ours)",0.969,8.02665908011983,0,"Student-t",46,0
"SCP",0.9965,18.0436088949774,0,"Student-t",46,0.1
"RSA-CP (OT) (Ours)",0.964,7.50295253628358,0,"Student-t",46,0.1
"SCP",0.9965,18.0436088949774,0,"Student-t",46,0.2
"RSA-CP (OT) (Ours)",0.9515,6.45045687679662,0,"Student-t",46,0.2
"SCP",0.9965,18.0436088949774,0,"Student-t",46,0.3
"RSA-CP (OT) (Ours)",0.968,7.89753715012707,0,"Student-t",46,0.3
"SCP",0.9965,18.0436088949774,0,"Student-t",46,0.4
"RSA-CP (OT) (Ours)",0.966,7.69050346718241,0.0100000000000193,"Student-t",46,0.4
"SCP",0.9965,18.0436088949774,0,"Student-t",46,0.5
"RSA-CP (OT) (Ours)",0.9655,7.62416050112924,0,"Student-t",46,0.5
"SCP",0.991,13.7726924767848,0,"LogNormal",47,0
"RSA-CP (OT) (Ours)",0.9795,10.9714896771427,0.0199999999999818,"LogNormal",47,0
"SCP",0.991,13.7726924767848,0,"LogNormal",47,0.1
"RSA-CP (OT) (Ours)",0.9795,11.3157381849931,0,"LogNormal",47,0.1
"SCP",0.991,13.7726924767848,0,"LogNormal",47,0.2
"RSA-CP (OT) (Ours)",0.9795,10.8574071135321,0,"LogNormal",47,0.2
"SCP",0.991,13.7726924767848,0,"LogNormal",47,0.3
"RSA-CP (OT) (Ours)",0.976,10.3168205879707,0.0100000000000193,"LogNormal",47,0.3
"SCP",0.991,13.7726924767848,0,"LogNormal",47,0.4
"RSA-CP (OT) (Ours)",0.9765,10.4069274219391,0,"LogNormal",47,0.4
"SCP",0.991,13.7726924767848,0,"LogNormal",47,0.5
"RSA-CP (OT) (Ours)",0.9785,10.6951860160854,0,"LogNormal",47,0.5
"SCP",0.99,11.58773186207,0,"Student-t",47,0
"RSA-CP (OT) (Ours)",0.969,7.95350422016636,0.0199999999999818,"Student-t",47,0
"SCP",0.99,11.58773186207,0,"Student-t",47,0.1
"RSA-CP (OT) (Ours)",0.9655,7.57152622163711,0,"Student-t",47,0.1
"SCP",0.99,11.58773186207,0,"Student-t",47,0.2
"RSA-CP (OT) (Ours)",0.9585,7.12770588036656,0,"Student-t",47,0.2
"SCP",0.99,11.58773186207,0,"Student-t",47,0.3
"RSA-CP (OT) (Ours)",0.9675,7.81050806542366,0.0100000000000193,"Student-t",47,0.3
"SCP",0.99,11.58773186207,0,"Student-t",47,0.4
"RSA-CP (OT) (Ours)",0.9655,7.56294306575376,0,"Student-t",47,0.4
"SCP",0.99,11.58773186207,0,"Student-t",47,0.5
"RSA-CP (OT) (Ours)",0.969,8.01602557427234,0,"Student-t",47,0.5
"SCP",0.856,5.65874432143495,0,"LogNormal",48,0
"RSA-CP (OT) (Ours)",0.837,5.35020391438525,0,"LogNormal",48,0
"SCP",0.856,5.65874432143495,0,"LogNormal",48,0.1
"RSA-CP (OT) (Ours)",0.838,5.35444618126369,0,"LogNormal",48,0.1
"SCP",0.856,5.65874432143495,0,"LogNormal",48,0.2
"RSA-CP (OT) (Ours)",0.815,5.08383350893553,0,"LogNormal",48,0.2
"SCP",0.856,5.65874432143495,0,"LogNormal",48,0.3
"RSA-CP (OT) (Ours)",0.8265,5.20996674929614,0,"LogNormal",48,0.3
"SCP",0.856,5.65874432143495,0,"LogNormal",48,0.4
"RSA-CP (OT) (Ours)",0.7925,4.83389511195778,0,"LogNormal",48,0.4
"SCP",0.856,5.65874432143495,0,"LogNormal",48,0.5
"RSA-CP (OT) (Ours)",0.7945,4.84845396193369,0,"LogNormal",48,0.5
"SCP",0.9345,5.60701799792507,0,"Student-t",48,0
"RSA-CP (OT) (Ours)",0.8665,4.10819704993403,0.00999999999999091,"Student-t",48,0
"SCP",0.9345,5.60701799792507,0,"Student-t",48,0.1
"RSA-CP (OT) (Ours)",0.8285,3.51402884522216,0,"Student-t",48,0.1
"SCP",0.9345,5.60701799792507,0,"Student-t",48,0.2
"RSA-CP (OT) (Ours)",0.8365,3.59981239591973,0,"Student-t",48,0.2
"SCP",0.9345,5.60701799792507,0,"Student-t",48,0.3
"RSA-CP (OT) (Ours)",0.848,3.78978179319421,0.0200000000000102,"Student-t",48,0.3
"SCP",0.9345,5.60701799792507,0,"Student-t",48,0.4
"RSA-CP (OT) (Ours)",0.851,3.86975824743659,0,"Student-t",48,0.4
"SCP",0.9345,5.60701799792507,0,"Student-t",48,0.5
"RSA-CP (OT) (Ours)",0.8495,3.81703415604298,0,"Student-t",48,0.5
"SCP",0.997,17.3110599596172,0,"LogNormal",49,0
"RSA-CP (OT) (Ours)",0.9845,12.1625239667813,0,"LogNormal",49,0
"SCP",0.997,17.3110599596172,0,"LogNormal",49,0.1
"RSA-CP (OT) (Ours)",0.9845,12.2344427782144,0,"LogNormal",49,0.1
"SCP",0.997,17.3110599596172,0,"LogNormal",49,0.2
"RSA-CP (OT) (Ours)",0.9825,11.8214977329686,0.0200000000000102,"LogNormal",49,0.2
"SCP",0.997,17.3110599596172,0,"LogNormal",49,0.3
"RSA-CP (OT) (Ours)",0.9825,11.7397503607209,0,"LogNormal",49,0.3
"SCP",0.997,17.3110599596172,0,"LogNormal",49,0.4
"RSA-CP (OT) (Ours)",0.9825,11.8828876278677,0,"LogNormal",49,0.4
"SCP",0.997,17.3110599596172,0,"LogNormal",49,0.5
"RSA-CP (OT) (Ours)",0.9825,11.7984402775571,0,"LogNormal",49,0.5
"SCP",0.965,7.54628502118939,0,"Student-t",49,0
"RSA-CP (OT) (Ours)",0.9355,5.62878475102162,0,"Student-t",49,0
"SCP",0.965,7.54628502118939,0,"Student-t",49,0.1
"RSA-CP (OT) (Ours)",0.94,5.90427144329271,0,"Student-t",49,0.1
"SCP",0.965,7.54628502118939,0,"Student-t",49,0.2
"RSA-CP (OT) (Ours)",0.9315,5.49173299475095,0,"Student-t",49,0.2
"SCP",0.965,7.54628502118939,0,"Student-t",49,0.3
"RSA-CP (OT) (Ours)",0.9365,5.72756459906801,0.0200000000000102,"Student-t",49,0.3
"SCP",0.965,7.54628502118939,0,"Student-t",49,0.4
"RSA-CP (OT) (Ours)",0.928,5.34605187754474,0,"Student-t",49,0.4
"SCP",0.965,7.54628502118939,0,"Student-t",49,0.5
"RSA-CP (OT) (Ours)",0.928,5.37172944624471,0,"Student-t",49,0.5
"SCP",0.978,10.6536524349775,0,"LogNormal",50,0
"RSA-CP (OT) (Ours)",0.9465,8.28358189394098,0,"LogNormal",50,0
"SCP",0.978,10.6536524349775,0,"LogNormal",50,0.1
"RSA-CP (OT) (Ours)",0.9555,8.54158540748667,0,"LogNormal",50,0.1
"SCP",0.978,10.6536524349775,0,"LogNormal",50,0.2
"RSA-CP (OT) (Ours)",0.945,8.17171052328925,0,"LogNormal",50,0.2
"SCP",0.978,10.6536524349775,0,"LogNormal",50,0.3
"RSA-CP (OT) (Ours)",0.945,8.15464687355849,0,"LogNormal",50,0.3
"SCP",0.978,10.6536524349775,0,"LogNormal",50,0.4
"RSA-CP (OT) (Ours)",0.939,7.84382880693263,0,"LogNormal",50,0.4
"SCP",0.978,10.6536524349775,0,"LogNormal",50,0.5
"RSA-CP (OT) (Ours)",0.945,8.18089760786092,0.0199999999999818,"LogNormal",50,0.5
"SCP",0.923,5.19905410016144,0,"Student-t",50,0
"RSA-CP (OT) (Ours)",0.9015,4.73898691077186,0,"Student-t",50,0
"SCP",0.923,5.19905410016144,0,"Student-t",50,0.1
"RSA-CP (OT) (Ours)",0.8995,4.70519529343412,0,"Student-t",50,0.1
"SCP",0.923,5.19905410016144,0,"Student-t",50,0.2
"RSA-CP (OT) (Ours)",0.8915,4.53461763539649,0.0100000000000193,"Student-t",50,0.2
"SCP",0.923,5.19905410016144,0,"Student-t",50,0.3
"RSA-CP (OT) (Ours)",0.9,4.70898441072306,0,"Student-t",50,0.3
"SCP",0.923,5.19905410016144,0,"Student-t",50,0.4
"RSA-CP (OT) (Ours)",0.894,4.57836866159426,0,"Student-t",50,0.4
"SCP",0.923,5.19905410016144,0,"Student-t",50,0.5
"RSA-CP (OT) (Ours)",0.9,4.70771355877028,0.0199999999999818,"Student-t",50,0.5
"SCP",0.998,18.2363972979599,0,"LogNormal",51,0
"RSA-CP (OT) (Ours)",0.988,13.2206457477656,0,"LogNormal",51,0
"SCP",0.998,18.2363972979599,0,"LogNormal",51,0.1
"RSA-CP (OT) (Ours)",0.989,13.4426520737901,0.0100000000000193,"LogNormal",51,0.1
"SCP",0.998,18.2363972979599,0,"LogNormal",51,0.2
"RSA-CP (OT) (Ours)",0.989,13.4983493691131,0,"LogNormal",51,0.2
"SCP",0.998,18.2363972979599,0,"LogNormal",51,0.3
"RSA-CP (OT) (Ours)",0.986,12.6236851953618,0,"LogNormal",51,0.3
"SCP",0.998,18.2363972979599,0,"LogNormal",51,0.4
"RSA-CP (OT) (Ours)",0.9865,12.7695571506225,0.0199999999999818,"LogNormal",51,0.4
"SCP",0.998,18.2363972979599,0,"LogNormal",51,0.5
"RSA-CP (OT) (Ours)",0.9865,12.8238338303367,0,"LogNormal",51,0.5
"SCP",0.9865,10.2893067261865,0,"Student-t",51,0
"RSA-CP (OT) (Ours)",0.9575,6.95873475199284,0,"Student-t",51,0
"SCP",0.9865,10.2893067261865,0,"Student-t",51,0.1
"RSA-CP (OT) (Ours)",0.9585,7.16468694180298,0,"Student-t",51,0.1
"SCP",0.9865,10.2893067261865,0,"Student-t",51,0.2
"RSA-CP (OT) (Ours)",0.9575,6.88701212421611,0.0100000000000193,"Student-t",51,0.2
"SCP",0.9865,10.2893067261865,0,"Student-t",51,0.3
"RSA-CP (OT) (Ours)",0.946,6.27288109258629,0,"Student-t",51,0.3
"SCP",0.9865,10.2893067261865,0,"Student-t",51,0.4
"RSA-CP (OT) (Ours)",0.934,5.59679881380323,0,"Student-t",51,0.4
"SCP",0.9865,10.2893067261865,0,"Student-t",51,0.5
"RSA-CP (OT) (Ours)",0.9495,6.38183919098257,0,"Student-t",51,0.5
"SCP",0.998,20.08855627126,0,"LogNormal",52,0
"RSA-CP (OT) (Ours)",0.991,13.8262654528032,0,"LogNormal",52,0
"SCP",0.998,20.08855627126,0,"LogNormal",52,0.1
"RSA-CP (OT) (Ours)",0.995,15.0846507692713,0.0200000000000102,"LogNormal",52,0.1
"SCP",0.998,20.08855627126,0,"LogNormal",52,0.2
"RSA-CP (OT) (Ours)",0.9925,14.0577247319658,0,"LogNormal",52,0.2
"SCP",0.998,20.08855627126,0,"LogNormal",52,0.3
"RSA-CP (OT) (Ours)",0.9935,14.2978836954303,0,"LogNormal",52,0.3
"SCP",0.998,20.08855627126,0,"LogNormal",52,0.4
"RSA-CP (OT) (Ours)",0.9915,13.8939275248325,0.00999999999999091,"LogNormal",52,0.4
"SCP",0.998,20.08855627126,0,"LogNormal",52,0.5
"RSA-CP (OT) (Ours)",0.9925,14.1344430184387,0,"LogNormal",52,0.5
"SCP",0.8405,3.65835411754871,0,"Student-t",52,0
"RSA-CP (OT) (Ours)",0.828,3.5075247172528,0,"Student-t",52,0
"SCP",0.8405,3.65835411754871,0,"Student-t",52,0.1
"RSA-CP (OT) (Ours)",0.7735,3.01839293503275,0,"Student-t",52,0.1
"SCP",0.8405,3.65835411754871,0,"Student-t",52,0.2
"RSA-CP (OT) (Ours)",0.798,3.25427453064814,0,"Student-t",52,0.2
"SCP",0.8405,3.65835411754871,0,"Student-t",52,0.3
"RSA-CP (OT) (Ours)",0.8205,3.42755048784248,0,"Student-t",52,0.3
"SCP",0.8405,3.65835411754871,0,"Student-t",52,0.4
"RSA-CP (OT) (Ours)",0.802,3.28235693268401,0,"Student-t",52,0.4
"SCP",0.8405,3.65835411754871,0,"Student-t",52,0.5
"RSA-CP (OT) (Ours)",0.8165,3.39617374047368,0.00999999999999091,"Student-t",52,0.5
"SCP",0.9705,9.5488408308709,0,"LogNormal",53,0
"RSA-CP (OT) (Ours)",0.9475,8.32365718665442,0.0200000000000102,"LogNormal",53,0
"SCP",0.9705,9.5488408308709,0,"LogNormal",53,0.1
"RSA-CP (OT) (Ours)",0.9475,8.29882385158135,0,"LogNormal",53,0.1
"SCP",0.9705,9.5488408308709,0,"LogNormal",53,0.2
"RSA-CP (OT) (Ours)",0.944,8.0316235343738,0,"LogNormal",53,0.2
"SCP",0.9705,9.5488408308709,0,"LogNormal",53,0.3
"RSA-CP (OT) (Ours)",0.945,8.19238895989594,0,"LogNormal",53,0.3
"SCP",0.9705,9.5488408308709,0,"LogNormal",53,0.4
"RSA-CP (OT) (Ours)",0.943,7.95172603794058,0.00999999999999091,"LogNormal",53,0.4
"SCP",0.9705,9.5488408308709,0,"LogNormal",53,0.5
"RSA-CP (OT) (Ours)",0.936,7.7244931129611,0,"LogNormal",53,0.5
"SCP",0.9205,5.14348495584593,0,"Student-t",53,0
"RSA-CP (OT) (Ours)",0.8965,4.63557386553868,0,"Student-t",53,0
"SCP",0.9205,5.14348495584593,0,"Student-t",53,0.1
"RSA-CP (OT) (Ours)",0.8935,4.55324209677948,0.0200000000000102,"Student-t",53,0.1
"SCP",0.9205,5.14348495584593,0,"Student-t",53,0.2
"RSA-CP (OT) (Ours)",0.895,4.61514957726571,0,"Student-t",53,0.2
"SCP",0.9205,5.14348495584593,0,"Student-t",53,0.3
"RSA-CP (OT) (Ours)",0.898,4.67769866859376,0,"Student-t",53,0.3
"SCP",0.9205,5.14348495584593,0,"Student-t",53,0.4
"RSA-CP (OT) (Ours)",0.8895,4.49908714572821,0,"Student-t",53,0.4
"SCP",0.9205,5.14348495584593,0,"Student-t",53,0.5
"RSA-CP (OT) (Ours)",0.895,4.61487798662282,0,"Student-t",53,0.5
"SCP",0.9135,6.89163463627146,0,"LogNormal",54,0
"RSA-CP (OT) (Ours)",0.911,6.80481674218244,0.0200000000000102,"LogNormal",54,0
"SCP",0.9135,6.89163463627146,0,"LogNormal",54,0.1
"RSA-CP (OT) (Ours)",0.906,6.67401126339338,0,"LogNormal",54,0.1
"SCP",0.9135,6.89163463627146,0,"LogNormal",54,0.2
"RSA-CP (OT) (Ours)",0.8985,6.48615945360326,0,"LogNormal",54,0.2
"SCP",0.9135,6.89163463627146,0,"LogNormal",54,0.3
"RSA-CP (OT) (Ours)",0.9055,6.65147693404482,0.0199999999999818,"LogNormal",54,0.3
"SCP",0.9135,6.89163463627146,0,"LogNormal",54,0.4
"RSA-CP (OT) (Ours)",0.904,6.6352792351404,0,"LogNormal",54,0.4
"SCP",0.9135,6.89163463627146,0,"LogNormal",54,0.5
"RSA-CP (OT) (Ours)",0.8945,6.43040879808252,0,"LogNormal",54,0.5
"SCP",0.932,5.52889413825377,0,"Student-t",54,0
"RSA-CP (OT) (Ours)",0.8885,4.4861284080018,0,"Student-t",54,0
"SCP",0.932,5.52889413825377,0,"Student-t",54,0.1
"RSA-CP (OT) (Ours)",0.884,4.40683390363215,0.0100000000000193,"Student-t",54,0.1
"SCP",0.932,5.52889413825377,0,"Student-t",54,0.2
"RSA-CP (OT) (Ours)",0.884,4.41129542387605,0,"Student-t",54,0.2
"SCP",0.932,5.52889413825377,0,"Student-t",54,0.3
"RSA-CP (OT) (Ours)",0.881,4.32763808406458,0,"Student-t",54,0.3
"SCP",0.932,5.52889413825377,0,"Student-t",54,0.4
"RSA-CP (OT) (Ours)",0.8825,4.35427921844228,0.0199999999999818,"Student-t",54,0.4
"SCP",0.932,5.52889413825377,0,"Student-t",54,0.5
"RSA-CP (OT) (Ours)",0.871,4.16836742867269,0,"Student-t",54,0.5
"SCP",0.9325,7.53200675307187,0,"LogNormal",55,0
"RSA-CP (OT) (Ours)",0.903,6.59276455402705,0,"LogNormal",55,0
"SCP",0.9325,7.53200675307187,0,"LogNormal",55,0.1
"RSA-CP (OT) (Ours)",0.9015,6.52428880863802,0,"LogNormal",55,0.1
"SCP",0.9325,7.53200675307187,0,"LogNormal",55,0.2
"RSA-CP (OT) (Ours)",0.891,6.34303836907801,0,"LogNormal",55,0.2
"SCP",0.9325,7.53200675307187,0,"LogNormal",55,0.3
"RSA-CP (OT) (Ours)",0.892,6.37458023090097,0,"LogNormal",55,0.3
"SCP",0.9325,7.53200675307187,0,"LogNormal",55,0.4
"RSA-CP (OT) (Ours)",0.874,6.02852642026873,0,"LogNormal",55,0.4
"SCP",0.9325,7.53200675307187,0,"LogNormal",55,0.5
"RSA-CP (OT) (Ours)",0.8665,5.93301867838585,0,"LogNormal",55,0.5
"SCP",0.979,8.93867193708008,0,"Student-t",55,0
"RSA-CP (OT) (Ours)",0.969,8.02867300485919,0.0100000000000193,"Student-t",55,0
"SCP",0.979,8.93867193708008,0,"Student-t",55,0.1
"RSA-CP (OT) (Ours)",0.969,7.97301309926595,0,"Student-t",55,0.1
"SCP",0.979,8.93867193708008,0,"Student-t",55,0.2
"RSA-CP (OT) (Ours)",0.969,7.97736672588064,0,"Student-t",55,0.2
"SCP",0.979,8.93867193708008,0,"Student-t",55,0.3
"RSA-CP (OT) (Ours)",0.971,8.07946249679167,0.0199999999999818,"Student-t",55,0.3
"SCP",0.979,8.93867193708008,0,"Student-t",55,0.4
"RSA-CP (OT) (Ours)",0.966,7.70373491390026,0,"Student-t",55,0.4
"SCP",0.979,8.93867193708008,0,"Student-t",55,0.5
"RSA-CP (OT) (Ours)",0.968,7.89770397384431,0,"Student-t",55,0.5
"SCP",0.9705,9.55519759685391,0,"LogNormal",56,0
"RSA-CP (OT) (Ours)",0.966,9.23079657009114,0,"LogNormal",56,0
"SCP",0.9705,9.55519759685391,0,"LogNormal",56,0.1
"RSA-CP (OT) (Ours)",0.956,8.55649590507677,0,"LogNormal",56,0.1
"SCP",0.9705,9.55519759685391,0,"LogNormal",56,0.2
"RSA-CP (OT) (Ours)",0.9655,9.16383425323316,0.00999999999999091,"LogNormal",56,0.2
"SCP",0.9705,9.55519759685391,0,"LogNormal",56,0.3
"RSA-CP (OT) (Ours)",0.966,9.21704394619858,0,"LogNormal",56,0.3
"SCP",0.9705,9.55519759685391,0,"LogNormal",56,0.4
"RSA-CP (OT) (Ours)",0.9495,8.38824812535847,0,"LogNormal",56,0.4
"SCP",0.9705,9.55519759685391,0,"LogNormal",56,0.5
"RSA-CP (OT) (Ours)",0.959,8.85135510414365,0,"LogNormal",56,0.5
"SCP",0.932,5.56319319940584,0,"Student-t",56,0
"RSA-CP (OT) (Ours)",0.9205,5.1262980850186,0,"Student-t",56,0
"SCP",0.932,5.56319319940584,0,"Student-t",56,0.1
"RSA-CP (OT) (Ours)",0.9125,4.98825174795983,0,"Student-t",56,0.1
"SCP",0.932,5.56319319940584,0,"Student-t",56,0.2
"RSA-CP (OT) (Ours)",0.9155,5.02333958569986,0,"Student-t",56,0.2
"SCP",0.932,5.56319319940584,0,"Student-t",56,0.3
"RSA-CP (OT) (Ours)",0.8315,3.55915705723656,0,"Student-t",56,0.3
"SCP",0.932,5.56319319940584,0,"Student-t",56,0.4
"RSA-CP (OT) (Ours)",0.913,4.99470076690719,0,"Student-t",56,0.4
"SCP",0.932,5.56319319940584,0,"Student-t",56,0.5
"RSA-CP (OT) (Ours)",0.9155,5.0141907345347,0,"Student-t",56,0.5
"SCP",0.9565,8.63027029530359,0,"LogNormal",57,0
"RSA-CP (OT) (Ours)",0.8935,6.41087694836539,0,"LogNormal",57,0
"SCP",0.9565,8.63027029530359,0,"LogNormal",57,0.1
"RSA-CP (OT) (Ours)",0.9035,6.603025945148,0,"LogNormal",57,0.1
"SCP",0.9565,8.63027029530359,0,"LogNormal",57,0.2
"RSA-CP (OT) (Ours)",0.8735,6.02525598456803,0.00999999999999091,"LogNormal",57,0.2
"SCP",0.9565,8.63027029530359,0,"LogNormal",57,0.3
"RSA-CP (OT) (Ours)",0.8585,5.74507458688702,0,"LogNormal",57,0.3
"SCP",0.9565,8.63027029530359,0,"LogNormal",57,0.4
"RSA-CP (OT) (Ours)",0.8705,5.97938336186904,0,"LogNormal",57,0.4
"SCP",0.9565,8.63027029530359,0,"LogNormal",57,0.5
"RSA-CP (OT) (Ours)",0.892,6.39983461494524,0.0200000000000102,"LogNormal",57,0.5
"SCP",0.9205,5.15008255635905,0,"Student-t",57,0
"RSA-CP (OT) (Ours)",0.9155,5.04226002882847,0,"Student-t",57,0
"SCP",0.9205,5.15008255635905,0,"Student-t",57,0.1
"RSA-CP (OT) (Ours)",0.9155,5.04118956307624,0,"Student-t",57,0.1
"SCP",0.9205,5.15008255635905,0,"Student-t",57,0.2
"RSA-CP (OT) (Ours)",0.9115,4.95510419553496,0,"Student-t",57,0.2
"SCP",0.9205,5.15008255635905,0,"Student-t",57,0.3
"RSA-CP (OT) (Ours)",0.905,4.85367983243255,0,"Student-t",57,0.3
"SCP",0.9205,5.15008255635905,0,"Student-t",57,0.4
"RSA-CP (OT) (Ours)",0.9015,4.77064836995187,0,"Student-t",57,0.4
"SCP",0.9205,5.15008255635905,0,"Student-t",57,0.5
"RSA-CP (OT) (Ours)",0.905,4.85022890072756,0,"Student-t",57,0.5
"SCP",0.9725,9.72326094259519,0,"LogNormal",58,0
"RSA-CP (OT) (Ours)",0.9375,7.77562985462023,0,"LogNormal",58,0
"SCP",0.9725,9.72326094259519,0,"LogNormal",58,0.1
"RSA-CP (OT) (Ours)",0.935,7.64643862731082,0,"LogNormal",58,0.1
"SCP",0.9725,9.72326094259519,0,"LogNormal",58,0.2
"RSA-CP (OT) (Ours)",0.9375,7.783427598301,0,"LogNormal",58,0.2
"SCP",0.9725,9.72326094259519,0,"LogNormal",58,0.3
"RSA-CP (OT) (Ours)",0.9305,7.44437195351623,0,"LogNormal",58,0.3
"SCP",0.9725,9.72326094259519,0,"LogNormal",58,0.4
"RSA-CP (OT) (Ours)",0.9385,7.80941624050661,0,"LogNormal",58,0.4
"SCP",0.9725,9.72326094259519,0,"LogNormal",58,0.5
"RSA-CP (OT) (Ours)",0.938,7.79914162555963,0.0100000000000193,"LogNormal",58,0.5
"SCP",0.9445,6.17730219895544,0,"Student-t",58,0
"RSA-CP (OT) (Ours)",0.9435,6.08171655779899,0,"Student-t",58,0
"SCP",0.9445,6.17730219895544,0,"Student-t",58,0.1
"RSA-CP (OT) (Ours)",0.9435,6.11143081103104,0,"Student-t",58,0.1
"SCP",0.9445,6.17730219895544,0,"Student-t",58,0.2
"RSA-CP (OT) (Ours)",0.943,6.04092257243905,0.0199999999999818,"Student-t",58,0.2
"SCP",0.9445,6.17730219895544,0,"Student-t",58,0.3
"RSA-CP (OT) (Ours)",0.938,5.8178177880064,0,"Student-t",58,0.3
"SCP",0.9445,6.17730219895544,0,"Student-t",58,0.4
"RSA-CP (OT) (Ours)",0.9365,5.70790482581899,0,"Student-t",58,0.4
"SCP",0.9445,6.17730219895544,0,"Student-t",58,0.5
"RSA-CP (OT) (Ours)",0.938,5.80732126555816,0,"Student-t",58,0.5
"SCP",0.995,15.6204146209511,0,"LogNormal",59,0
"RSA-CP (OT) (Ours)",0.9725,9.73775975016663,0,"LogNormal",59,0
"SCP",0.995,15.6204146209511,0,"LogNormal",59,0.1
"RSA-CP (OT) (Ours)",0.9665,9.26485536889182,0.0199999999999818,"LogNormal",59,0.1
"SCP",0.995,15.6204146209511,0,"LogNormal",59,0.2
"RSA-CP (OT) (Ours)",0.968,9.37580080202591,0,"LogNormal",59,0.2
"SCP",0.995,15.6204146209511,0,"LogNormal",59,0.3
"RSA-CP (OT) (Ours)",0.9725,9.72998088567712,0,"LogNormal",59,0.3
"SCP",0.995,15.6204146209511,0,"LogNormal",59,0.4
"RSA-CP (OT) (Ours)",0.9665,9.31937472462985,0,"LogNormal",59,0.4
"SCP",0.995,15.6204146209511,0,"LogNormal",59,0.5
"RSA-CP (OT) (Ours)",0.966,9.24645994662475,0.0100000000000193,"LogNormal",59,0.5
"SCP",0.94,5.91708895711553,0,"Student-t",59,0
"RSA-CP (OT) (Ours)",0.8695,4.15980197081615,0,"Student-t",59,0
"SCP",0.94,5.91708895711553,0,"Student-t",59,0.1
"RSA-CP (OT) (Ours)",0.854,3.92131064162382,0.0199999999999818,"Student-t",59,0.1
"SCP",0.94,5.91708895711553,0,"Student-t",59,0.2
"RSA-CP (OT) (Ours)",0.886,4.42946082603022,0,"Student-t",59,0.2
"SCP",0.94,5.91708895711553,0,"Student-t",59,0.3
"RSA-CP (OT) (Ours)",0.874,4.21974381395816,0,"Student-t",59,0.3
"SCP",0.94,5.91708895711553,0,"Student-t",59,0.4
"RSA-CP (OT) (Ours)",0.849,3.8078240909365,0,"Student-t",59,0.4
"SCP",0.94,5.91708895711553,0,"Student-t",59,0.5
"RSA-CP (OT) (Ours)",0.831,3.55495420509698,0.0200000000000102,"Student-t",59,0.5
"SCP",0.998,19.521097071048,0,"LogNormal",60,0
"RSA-CP (OT) (Ours)",0.991,13.8747196979004,0,"LogNormal",60,0
"SCP",0.998,19.521097071048,0,"LogNormal",60,0.1
"RSA-CP (OT) (Ours)",0.991,13.8219430740006,0,"LogNormal",60,0.1
"SCP",0.998,19.521097071048,0,"LogNormal",60,0.2
"RSA-CP (OT) (Ours)",0.9865,12.8492076305484,0,"LogNormal",60,0.2
"SCP",0.998,19.521097071048,0,"LogNormal",60,0.3
"RSA-CP (OT) (Ours)",0.987,12.9217320276611,0,"LogNormal",60,0.3
"SCP",0.998,19.521097071048,0,"LogNormal",60,0.4
"RSA-CP (OT) (Ours)",0.9875,12.9732293513876,0,"LogNormal",60,0.4
"SCP",0.998,19.521097071048,0,"LogNormal",60,0.5
"RSA-CP (OT) (Ours)",0.9855,12.3705265275751,0,"LogNormal",60,0.5
"SCP",0.9435,6.09897581469587,0,"Student-t",60,0
"RSA-CP (OT) (Ours)",0.9285,5.39258273440116,0,"Student-t",60,0
"SCP",0.9435,6.09897581469587,0,"Student-t",60,0.1
"RSA-CP (OT) (Ours)",0.929,5.40648062139154,0.00999999999999091,"Student-t",60,0.1
"SCP",0.9435,6.09897581469587,0,"Student-t",60,0.2
"RSA-CP (OT) (Ours)",0.9255,5.30039641727315,0,"Student-t",60,0.2
"SCP",0.9435,6.09897581469587,0,"Student-t",60,0.3
"RSA-CP (OT) (Ours)",0.9205,5.15815212173787,0,"Student-t",60,0.3
"SCP",0.9435,6.09897581469587,0,"Student-t",60,0.4
"RSA-CP (OT) (Ours)",0.93,5.42450399796456,0.0200000000000102,"Student-t",60,0.4
"SCP",0.9435,6.09897581469587,0,"Student-t",60,0.5
"RSA-CP (OT) (Ours)",0.928,5.34000868456377,0,"Student-t",60,0.5
"SCP",0.999,24.3412442836342,0,"LogNormal",61,0
"RSA-CP (OT) (Ours)",0.977,10.5401403792922,0,"LogNormal",61,0
"SCP",0.999,24.3412442836342,0,"LogNormal",61,0.1
"RSA-CP (OT) (Ours)",0.9825,11.8779175457791,0,"LogNormal",61,0.1
"SCP",0.999,24.3412442836342,0,"LogNormal",61,0.2
"RSA-CP (OT) (Ours)",0.9815,11.5419670868043,0,"LogNormal",61,0.2
"SCP",0.999,24.3412442836342,0,"LogNormal",61,0.3
"RSA-CP (OT) (Ours)",0.9795,10.8614190392924,0,"LogNormal",61,0.3
