"Method","Cov","Width","Time","Dataset","Trial","Noise"
"SCP",0.894,4.82687256569975,0,"Student-t",81,2
"RSA-CP (OT) (Ours)",0.89,4.73418238452924,0,"Student-t",81,2
"SPI",0.9875,10.460484343323,0.109999999999999,"Student-t",81,2
"Synthetic-only",0.9875,10.425930561155,0,"Student-t",81,2
"SCP",0.894,4.82687256569975,0,"Student-t",81,3
"RSA-CP (OT) (Ours)",0.89,4.7292198693586,0,"Student-t",81,3
"SPI",0.9875,10.5193563089707,0.0400000000000063,"Student-t",81,3
"Synthetic-only",0.996,13.6576505879389,0,"Student-t",81,3
"SCP",0.939,8.25141671290797,0,"LogNormal",82,0.25
"RSA-CP (OT) (Ours)",0.937,8.10915566099672,0,"LogNormal",82,0.25
"SPI",0.9325,7.98236328793975,0.0599999999999881,"LogNormal",82,0.25
"Synthetic-only",0.7275,4.29831298074424,0.019999999999996,"LogNormal",82,0.25
"SCP",0.939,8.25141671290797,0,"LogNormal",82,0.5
"RSA-CP (OT) (Ours)",0.9355,8.08672369512951,0.0200000000000102,"LogNormal",82,0.5
"SPI",0.9325,7.98236328793975,0.0300000000000011,"LogNormal",82,0.5
"Synthetic-only",0.802,5.00398240399853,0,"LogNormal",82,0.5
"SCP",0.939,8.25141671290797,0,"LogNormal",82,1
"RSA-CP (OT) (Ours)",0.9355,8.08920904947059,0,"LogNormal",82,1
"SPI",0.9325,7.98236328793975,0.0599999999999881,"LogNormal",82,1
"Synthetic-only",0.9,6.62262878838802,0.019999999999996,"LogNormal",82,1
"SCP",0.939,8.25141671290797,0,"LogNormal",82,1.5
"RSA-CP (OT) (Ours)",0.937,8.11047857939336,0,"LogNormal",82,1.5
"SPI",0.9385,8.19049285284623,0.0500000000000114,"LogNormal",82,1.5
"Synthetic-only",0.9385,8.1896384273601,0,"LogNormal",82,1.5
"SCP",0.939,8.25141671290797,0,"LogNormal",82,2
"RSA-CP (OT) (Ours)",0.9355,8.08234518419733,0,"LogNormal",82,2
"SPI",0.956,8.9653090249286,0.039999999999992,"LogNormal",82,2
"Synthetic-only",0.9705,10.0702639511996,0,"LogNormal",82,2
"SCP",0.939,8.25141671290797,0,"LogNormal",82,3
"RSA-CP (OT) (Ours)",0.935,8.07455674855476,0.0200000000000102,"LogNormal",82,3
"SPI",0.956,8.9653090249286,0.0499999999999972,"LogNormal",82,3
"Synthetic-only",0.9885,13.1132676087958,0,"LogNormal",82,3
"SCP",0.982,9.59516335450293,0,"Student-t",82,0.25
"RSA-CP (OT) (Ours)",0.973,8.24474414053944,0,"Student-t",82,0.25
"SPI",0.9625,7.20350077441446,0.0400000000000063,"Student-t",82,0.25
"Synthetic-only",0.953,6.58730243436363,0,"Student-t",82,0.25
"SCP",0.982,9.59516335450293,0,"Student-t",82,0.5
"RSA-CP (OT) (Ours)",0.973,8.21286597378844,0,"Student-t",82,0.5
"SPI",0.9625,7.20350077441446,0.0499999999999972,"Student-t",82,0.5
"Synthetic-only",0.954,6.68685170519683,0.019999999999996,"Student-t",82,0.5
"SCP",0.982,9.59516335450293,0,"Student-t",82,1
"RSA-CP (OT) (Ours)",0.9715,8.0742438638891,0,"Student-t",82,1
"SPI",0.9625,7.33075680621043,0.0400000000000063,"Student-t",82,1
"Synthetic-only",0.9625,7.3233064375956,0,"Student-t",82,1
"SCP",0.982,9.59516335450293,0,"Student-t",82,1.5
"RSA-CP (OT) (Ours)",0.972,8.10990622960992,0,"Student-t",82,1.5
"SPI",0.9745,8.38261005450932,0.0499999999999972,"Student-t",82,1.5
"Synthetic-only",0.9745,8.37112774183368,0,"Student-t",82,1.5
"SCP",0.982,9.59516335450293,0,"Student-t",82,2
"RSA-CP (OT) (Ours)",0.9745,8.3312448225121,0.00999999999999091,"Student-t",82,2
"SPI",0.987,10.36290317462,0.0400000000000063,"Student-t",82,2
"Synthetic-only",0.987,10.3580479936354,0,"Student-t",82,2
"SCP",0.982,9.59516335450293,0,"Student-t",82,3
"RSA-CP (OT) (Ours)",0.971,8.01128165162053,0,"Student-t",82,3
"SPI",0.9875,10.4811365712883,0.0499999999999972,"Student-t",82,3
"Synthetic-only",0.9955,13.2314604998906,0,"Student-t",82,3
"SCP",0.9885,13.1885810737112,0,"LogNormal",83,0.25
"RSA-CP (OT) (Ours)",0.9795,11.4434798545146,0.00999999999999091,"LogNormal",83,0.25
"SPI",0.972,10.2124415308713,0.0500000000000114,"LogNormal",83,0.25
"Synthetic-only",0.728,4.30172041340688,0,"LogNormal",83,0.25
"SCP",0.9885,13.1885810737112,0,"LogNormal",83,0.5
"RSA-CP (OT) (Ours)",0.9805,11.4989409846658,0,"LogNormal",83,0.5
"SPI",0.972,10.2124415308713,0.0499999999999972,"LogNormal",83,0.5
"Synthetic-only",0.802,5.00678775359324,0,"LogNormal",83,0.5
"SCP",0.9885,13.1885810737112,0,"LogNormal",83,1
"RSA-CP (OT) (Ours)",0.979,11.3510446375961,0,"LogNormal",83,1
"SPI",0.972,10.2124415308713,0.0600000000000023,"LogNormal",83,1
"Synthetic-only",0.897,6.53557789863354,0.00999999999999091,"LogNormal",83,1
"SCP",0.9885,13.1885810737112,0,"LogNormal",83,1.5
"RSA-CP (OT) (Ours)",0.981,11.609863244968,0,"LogNormal",83,1.5
"SPI",0.972,10.2124415308713,0.0499999999999972,"LogNormal",83,1.5
"Synthetic-only",0.942,8.34298169106137,0,"LogNormal",83,1.5
"SCP",0.9885,13.1885810737112,0,"LogNormal",83,2
"RSA-CP (OT) (Ours)",0.98,11.4956782095183,0.0100000000000051,"LogNormal",83,2
"SPI",0.972,10.2124415308713,0.0499999999999972,"LogNormal",83,2
"Synthetic-only",0.9705,10.0522528560694,0,"LogNormal",83,2
"SCP",0.9885,13.1885810737112,0,"LogNormal",83,3
"RSA-CP (OT) (Ours)",0.981,11.6544141025842,0,"LogNormal",83,3
"SPI",0.9905,13.5554693536197,0.0499999999999972,"LogNormal",83,3
"Synthetic-only",0.9905,13.5451292532385,0,"LogNormal",83,3
"SCP",0.9765,8.55860209398103,0,"Student-t",83,0.25
"RSA-CP (OT) (Ours)",0.9415,6.11210184918282,0.0100000000000051,"Student-t",83,0.25
"SPI",0.9485,6.36506854749604,0.0299999999999869,"Student-t",83,0.25
"Synthetic-only",0.9485,6.35599269538667,0,"Student-t",83,0.25
"SCP",0.9765,8.55860209398103,0,"Student-t",83,0.5
"RSA-CP (OT) (Ours)",0.9485,6.38654686207542,0,"Student-t",83,0.5
"SPI",0.946,6.29984427994,0.0499999999999972,"Student-t",83,0.5
"Synthetic-only",0.9455,6.29682525402126,0,"Student-t",83,0.5
"SCP",0.9765,8.55860209398103,0,"Student-t",83,1
"RSA-CP (OT) (Ours)",0.944,6.24303312190446,0,"Student-t",83,1
"SPI",0.9625,7.39189547858106,0.0400000000000063,"Student-t",83,1
"Synthetic-only",0.9625,7.37088980452531,0,"Student-t",83,1
"SCP",0.9765,8.55860209398103,0,"Student-t",83,1.5
"RSA-CP (OT) (Ours)",0.948,6.33345507476944,0.019999999999996,"Student-t",83,1.5
"SPI",0.9765,8.60006836819577,0.0300000000000011,"Student-t",83,1.5
"Synthetic-only",0.9765,8.56574056759411,0,"Student-t",83,1.5
"SCP",0.9765,8.55860209398103,0,"Student-t",83,2
"RSA-CP (OT) (Ours)",0.942,6.14776093376009,0,"Student-t",83,2
"SPI",0.9865,10.2993884128183,0.0400000000000063,"Student-t",83,2
"Synthetic-only",0.9865,10.2898396660168,0,"Student-t",83,2
"SCP",0.9765,8.55860209398103,0,"Student-t",83,3
"RSA-CP (OT) (Ours)",0.944,6.24849487572153,0,"Student-t",83,3
"SPI",0.9925,12.0968329956169,0.0499999999999972,"Student-t",83,3
"Synthetic-only",0.9955,12.8213087861801,0,"Student-t",83,3
"SCP",0.979,11.3606139577792,0,"LogNormal",84,0.25
"RSA-CP (OT) (Ours)",0.968,9.84655655278621,0,"LogNormal",84,0.25
"SPI",0.9475,8.51942760748357,0.0500000000000114,"LogNormal",84,0.25
"Synthetic-only",0.7295,4.3053831562465,0,"LogNormal",84,0.25
"SCP",0.979,11.3606139577792,0,"LogNormal",84,0.5
"RSA-CP (OT) (Ours)",0.969,9.91577663400087,0,"LogNormal",84,0.5
"SPI",0.9475,8.51942760748357,0.0599999999999881,"LogNormal",84,0.5
"Synthetic-only",0.8065,5.0537891051706,0.019999999999996,"LogNormal",84,0.5
"SCP",0.979,11.3606139577792,0,"LogNormal",84,1
"RSA-CP (OT) (Ours)",0.966,9.62159128883854,0,"LogNormal",84,1
"SPI",0.9475,8.51942760748357,0.0500000000000114,"LogNormal",84,1
"Synthetic-only",0.8985,6.59194006479646,0,"LogNormal",84,1
"SCP",0.979,11.3606139577792,0,"LogNormal",84,1.5
"RSA-CP (OT) (Ours)",0.968,9.81194651217887,0.019999999999996,"LogNormal",84,1.5
"SPI",0.9475,8.51942760748357,0.039999999999992,"LogNormal",84,1.5
"Synthetic-only",0.9405,8.28509506286994,0,"LogNormal",84,1.5
"SCP",0.979,11.3606139577792,0,"LogNormal",84,2
"RSA-CP (OT) (Ours)",0.968,9.81816077903292,0,"LogNormal",84,2
"SPI",0.9705,10.0023377714073,0.0500000000000114,"LogNormal",84,2
"Synthetic-only",0.9705,9.97935539079587,0,"LogNormal",84,2
"SCP",0.979,11.3606139577792,0,"LogNormal",84,3
"RSA-CP (OT) (Ours)",0.969,9.88492822095115,0.019999999999996,"LogNormal",84,3
"SPI",0.9905,13.7074500066654,0.0300000000000011,"LogNormal",84,3
"Synthetic-only",0.9905,13.6939982252338,0,"LogNormal",84,3
"SCP",0.9965,14.9969891661086,0,"Student-t",84,0.25
"RSA-CP (OT) (Ours)",0.982,9.41359760022187,0,"Student-t",84,0.25
"SPI",0.954,6.66834426516688,0.0499999999999972,"Student-t",84,0.25
"Synthetic-only",0.9485,6.3795666967564,0,"Student-t",84,0.25
"SCP",0.9965,14.9969891661086,0,"Student-t",84,0.5
"RSA-CP (OT) (Ours)",0.981,9.2627040729651,0,"Student-t",84,0.5
"SPI",0.954,6.68342585533417,0.0499999999999972,"Student-t",84,0.5
"Synthetic-only",0.954,6.66523858365759,0,"Student-t",84,0.5
"SCP",0.9965,14.9969891661086,0,"Student-t",84,1
"RSA-CP (OT) (Ours)",0.985,9.83743334525265,0.0100000000000051,"Student-t",84,1
"SPI",0.9625,7.40255216390571,0.0499999999999972,"Student-t",84,1
"Synthetic-only",0.9625,7.39265047555811,0,"Student-t",84,1
"SCP",0.9965,14.9969891661086,0,"Student-t",84,1.5
"RSA-CP (OT) (Ours)",0.985,9.96281722465927,0,"Student-t",84,1.5
"SPI",0.973,8.26645902469751,0.0499999999999972,"Student-t",84,1.5
"Synthetic-only",0.973,8.26347867494255,0,"Student-t",84,1.5
"SCP",0.9965,14.9969891661086,0,"Student-t",84,2
"RSA-CP (OT) (Ours)",0.988,10.7573961314021,0,"Student-t",84,2
"SPI",0.985,9.91486500385263,0.0400000000000063,"Student-t",84,2
"Synthetic-only",0.985,9.91172327948991,0,"Student-t",84,2
"SCP",0.9965,14.9969891661086,0,"Student-t",84,3
"RSA-CP (OT) (Ours)",0.989,10.9416856599904,0.019999999999996,"Student-t",84,3
"SPI",0.9955,13.1207858857499,0.0499999999999972,"Student-t",84,3
"Synthetic-only",0.9955,13.1197964762287,0,"Student-t",84,3
"SCP",0.9205,7.45761914047007,0,"LogNormal",85,0.25
"RSA-CP (OT) (Ours)",0.897,6.5602495856433,0.0100000000000051,"LogNormal",85,0.25
"SPI",0.8685,6.01051718834897,0.0499999999999972,"LogNormal",85,0.25
"Synthetic-only",0.7275,4.28394960807909,0,"LogNormal",85,0.25
"SCP",0.9205,7.45761914047007,0,"LogNormal",85,0.5
"RSA-CP (OT) (Ours)",0.9015,6.67534168363705,0,"LogNormal",85,0.5
"SPI",0.8685,6.01051718834897,0.039999999999992,"LogNormal",85,0.5
"Synthetic-only",0.809,5.07025212255103,0,"LogNormal",85,0.5
"SCP",0.9205,7.45761914047007,0,"LogNormal",85,1
"RSA-CP (OT) (Ours)",0.8995,6.6062864248408,0.0200000000000102,"LogNormal",85,1
"SPI",0.8955,6.51812868540603,0.0499999999999972,"LogNormal",85,1
"Synthetic-only",0.895,6.50247178417688,0,"LogNormal",85,1
"SCP",0.9205,7.45761914047007,0,"LogNormal",85,1.5
"RSA-CP (OT) (Ours)",0.9015,6.67534168363705,0,"LogNormal",85,1.5
"SPI",0.942,8.3408585471095,0.039999999999992,"LogNormal",85,1.5
"Synthetic-only",0.942,8.34077451116416,0,"LogNormal",85,1.5
"SCP",0.9205,7.45761914047007,0,"LogNormal",85,2
"RSA-CP (OT) (Ours)",0.9005,6.6523232640383,0.0200000000000102,"LogNormal",85,2
"SPI",0.969,9.92134726160707,0.0300000000000011,"LogNormal",85,2
"Synthetic-only",0.969,9.91569583910633,0,"LogNormal",85,2
"SCP",0.9205,7.45761914047007,0,"LogNormal",85,3
"RSA-CP (OT) (Ours)",0.9015,6.70325491764281,0,"LogNormal",85,3
"SPI",0.9905,13.5774953198919,0.039999999999992,"LogNormal",85,3
"Synthetic-only",0.9905,13.5447316037156,0,"LogNormal",85,3
"SCP",0.9505,6.49039927461951,0,"Student-t",85,0.25
"RSA-CP (OT) (Ours)",0.934,5.81575940743487,0.0200000000000102,"Student-t",85,0.25
"SPI",0.953,6.57050099929757,0.0300000000000011,"Student-t",85,0.25
"Synthetic-only",0.953,6.56286245508665,0,"Student-t",85,0.25
"SCP",0.9505,6.49039927461951,0,"Student-t",85,0.5
"RSA-CP (OT) (Ours)",0.934,5.81386537969595,0.019999999999996,"Student-t",85,0.5
"SPI",0.954,6.74200807553266,0.0400000000000063,"Student-t",85,0.5
"Synthetic-only",0.954,6.71118306375751,0,"Student-t",85,0.5
"SCP",0.9505,6.49039927461951,0,"Student-t",85,1
"RSA-CP (OT) (Ours)",0.9365,5.86480250525993,0,"Student-t",85,1
"SPI",0.9655,7.69008614476998,0.0499999999999972,"Student-t",85,1
"Synthetic-only",0.9655,7.67310641057168,0,"Student-t",85,1
"SCP",0.9505,6.49039927461951,0,"Student-t",85,1.5
"RSA-CP (OT) (Ours)",0.93,5.72027716827725,0.019999999999996,"Student-t",85,1.5
"SPI",0.9745,8.32494569440968,0.0300000000000011,"Student-t",85,1.5
"Synthetic-only",0.973,8.30148584483372,0,"Student-t",85,1.5
"SCP",0.9505,6.49039927461951,0,"Student-t",85,2
"RSA-CP (OT) (Ours)",0.9315,5.73992646059371,0,"Student-t",85,2
"SPI",0.9775,8.72445131499629,0.0499999999999972,"Student-t",85,2
"Synthetic-only",0.985,9.9455398161913,0,"Student-t",85,2
"SCP",0.9505,6.49039927461951,0,"Student-t",85,3
"RSA-CP (OT) (Ours)",0.937,5.87646769058835,0,"Student-t",85,3
"SPI",0.9775,8.72445131499629,0.0499999999999972,"Student-t",85,3
"Synthetic-only",0.9955,13.0976699841825,0,"Student-t",85,3
"SCP",0.973,10.363824505309,0,"LogNormal",86,0.25
"RSA-CP (OT) (Ours)",0.964,9.47687342511056,0,"LogNormal",86,0.25
"SPI",0.9565,8.99761727388206,0.0499999999999972,"LogNormal",86,0.25
"Synthetic-only",0.7275,4.28719402632394,0,"LogNormal",86,0.25
"SCP",0.973,10.363824505309,0,"LogNormal",86,0.5
"RSA-CP (OT) (Ours)",0.965,9.52378864008636,0.00999999999999091,"LogNormal",86,0.5
"SPI",0.9565,8.99761727388206,0.0500000000000114,"LogNormal",86,0.5
"Synthetic-only",0.802,5.00695948650525,0,"LogNormal",86,0.5
"SCP",0.973,10.363824505309,0,"LogNormal",86,1
"RSA-CP (OT) (Ours)",0.9655,9.57070385506215,0,"LogNormal",86,1
"SPI",0.9565,8.99761727388206,0.0499999999999972,"LogNormal",86,1
"Synthetic-only",0.905,6.79782024746582,0,"LogNormal",86,1
"SCP",0.973,10.363824505309,0,"LogNormal",86,1.5
"RSA-CP (OT) (Ours)",0.966,9.64107667752585,0.00999999999999091,"LogNormal",86,1.5
"SPI",0.9565,8.99761727388206,0.0500000000000114,"LogNormal",86,1.5
"Synthetic-only",0.941,8.31762983434232,0,"LogNormal",86,1.5
"SCP",0.973,10.363824505309,0,"LogNormal",86,2
"RSA-CP (OT) (Ours)",0.964,9.4498482373234,0,"LogNormal",86,2
"SPI",0.97,9.93753409001918,0.0499999999999972,"LogNormal",86,2
"Synthetic-only",0.969,9.91735550541983,0,"LogNormal",86,2
"SCP",0.973,10.363824505309,0,"LogNormal",86,3
"RSA-CP (OT) (Ours)",0.9655,9.57796381399898,0.0100000000000051,"LogNormal",86,3
"SPI",0.99,13.4514969576144,0.0299999999999869,"LogNormal",86,3
"Synthetic-only",0.9895,13.3978134465988,0,"LogNormal",86,3
"SCP",0.976,8.44667736094334,0,"Student-t",86,0.25
"RSA-CP (OT) (Ours)",0.973,8.23421608637589,0,"Student-t",86,0.25
"SPI",0.973,8.16981991539215,0.0499999999999972,"Student-t",86,0.25
"Synthetic-only",0.949,6.39398708743486,0,"Student-t",86,0.25
"SCP",0.976,8.44667736094334,0,"Student-t",86,0.5
"RSA-CP (OT) (Ours)",0.973,8.23600781881362,0,"Student-t",86,0.5
"SPI",0.973,8.16981991539215,0.039999999999992,"Student-t",86,0.5
"Synthetic-only",0.9475,6.31010794048202,0,"Student-t",86,0.5
"SCP",0.976,8.44667736094334,0,"Student-t",86,1
"RSA-CP (OT) (Ours)",0.973,8.24241417087392,0.0200000000000102,"Student-t",86,1
"SPI",0.973,8.16981991539215,0.0499999999999972,"Student-t",86,1
"Synthetic-only",0.9615,7.16898805404768,0,"Student-t",86,1
"SCP",0.976,8.44667736094334,0,"Student-t",86,1.5
"RSA-CP (OT) (Ours)",0.973,8.26772222999822,0,"Student-t",86,1.5
"SPI",0.9775,8.70490643085661,0.0400000000000063,"Student-t",86,1.5
"Synthetic-only",0.977,8.66012595476828,0,"Student-t",86,1.5
"SCP",0.976,8.44667736094334,0,"Student-t",86,2
"RSA-CP (OT) (Ours)",0.973,8.29054668595382,0,"Student-t",86,2
"SPI",0.9865,10.3151546786654,0.0499999999999972,"Student-t",86,2
"Synthetic-only",0.9865,10.3023926760425,0,"Student-t",86,2
"SCP",0.976,8.44667736094334,0,"Student-t",86,3
"RSA-CP (OT) (Ours)",0.973,8.19079838889841,0,"Student-t",86,3
"SPI",0.9905,11.2545266244434,0.0600000000000023,"Student-t",86,3
"Synthetic-only",0.9955,13.347478288565,0.019999999999996,"Student-t",86,3
"SCP",0.916,7.29076670853185,0,"LogNormal",87,0.25
"RSA-CP (OT) (Ours)",0.894,6.47363627767253,0.019999999999996,"LogNormal",87,0.25
"SPI",0.861,5.90641875866265,0.039999999999992,"LogNormal",87,0.25
"Synthetic-only",0.7275,4.28496962272052,0,"LogNormal",87,0.25
"SCP",0.916,7.29076670853185,0,"LogNormal",87,0.5
"RSA-CP (OT) (Ours)",0.8955,6.51540167301235,0,"LogNormal",87,0.5
"SPI",0.861,5.90641875866265,0.0500000000000114,"LogNormal",87,0.5
"Synthetic-only",0.809,5.0869226278395,0,"LogNormal",87,0.5
"SCP",0.916,7.29076670853185,0,"LogNormal",87,1
"RSA-CP (OT) (Ours)",0.8965,6.52932347145896,0,"LogNormal",87,1
"SPI",0.903,6.77595447222153,0.0499999999999972,"LogNormal",87,1
"Synthetic-only",0.903,6.77014723208479,0,"LogNormal",87,1
"SCP",0.916,7.29076670853185,0,"LogNormal",87,1.5
"RSA-CP (OT) (Ours)",0.8955,6.50881142995831,0,"LogNormal",87,1.5
"SPI",0.941,8.32837829164443,0.0600000000000023,"LogNormal",87,1.5
"Synthetic-only",0.9405,8.30744629064303,0.00999999999999091,"LogNormal",87,1.5
"SCP",0.916,7.29076670853185,0,"LogNormal",87,2
"RSA-CP (OT) (Ours)",0.8935,6.46514157298147,0,"LogNormal",87,2
"SPI",0.969,9.91972082574431,0.0499999999999972,"LogNormal",87,2
"Synthetic-only",0.969,9.91249129144064,0,"LogNormal",87,2
"SCP",0.916,7.29076670853185,0,"LogNormal",87,3
"RSA-CP (OT) (Ours)",0.8905,6.44180304204299,0,"LogNormal",87,3
"SPI",0.9775,11.1281575583217,0.0600000000000023,"LogNormal",87,3
"Synthetic-only",0.986,12.6969915775854,0.00999999999999091,"LogNormal",87,3
"SCP",0.927,5.64291701995046,0,"Student-t",87,0.25
"RSA-CP (OT) (Ours)",0.916,5.27765799735964,0,"Student-t",87,0.25
"SPI",0.9475,6.32739644937365,0.0499999999999972,"Student-t",87,0.25
"Synthetic-only",0.9475,6.32721841275029,0,"Student-t",87,0.25
"SCP",0.927,5.64291701995046,0,"Student-t",87,0.5
"RSA-CP (OT) (Ours)",0.9145,5.26314615722591,0.0100000000000051,"Student-t",87,0.5
"SPI",0.958,6.9948401593852,0.0299999999999869,"Student-t",87,0.5
"Synthetic-only",0.9575,6.97649273702714,0,"Student-t",87,0.5
"SCP",0.927,5.64291701995046,0,"Student-t",87,1
"RSA-CP (OT) (Ours)",0.9165,5.31428978780533,0,"Student-t",87,1
"SPI",0.9645,7.5507621963562,0.0499999999999972,"Student-t",87,1
"Synthetic-only",0.9645,7.53840331752334,0,"Student-t",87,1
"SCP",0.927,5.64291701995046,0,"Student-t",87,1.5
"RSA-CP (OT) (Ours)",0.9155,5.26679199158996,0,"Student-t",87,1.5
"SPI",0.966,7.7246157351701,0.039999999999992,"Student-t",87,1.5
"Synthetic-only",0.971,8.03471351415214,0,"Student-t",87,1.5
"SCP",0.927,5.64291701995046,0,"Student-t",87,2
"RSA-CP (OT) (Ours)",0.916,5.30566077108181,0.0200000000000102,"Student-t",87,2
"SPI",0.966,7.7246157351701,0.0499999999999972,"Student-t",87,2
"Synthetic-only",0.985,9.95933279711347,0,"Student-t",87,2
"SCP",0.927,5.64291701995046,0,"Student-t",87,3
"RSA-CP (OT) (Ours)",0.916,5.28704048728676,0,"Student-t",87,3
"SPI",0.966,7.7246157351701,0.0400000000000063,"Student-t",87,3
"Synthetic-only",0.9955,13.1830100547645,0,"Student-t",87,3
"SCP",0.968,9.7943960452529,0,"LogNormal",88,0.25
"RSA-CP (OT) (Ours)",0.9295,7.83486285681998,0,"LogNormal",88,0.25
"SPI",0.8875,6.36867048937277,0.0699999999999932,"LogNormal",88,0.25
"Synthetic-only",0.7265,4.26600215043498,0.019999999999996,"LogNormal",88,0.25
"SCP",0.968,9.7943960452529,0,"LogNormal",88,0.5
"RSA-CP (OT) (Ours)",0.9325,7.92829393006997,0,"LogNormal",88,0.5
"SPI",0.8875,6.36867048937277,0.0400000000000063,"LogNormal",88,0.5
"Synthetic-only",0.8085,5.06153349599202,0,"LogNormal",88,0.5
"SCP",0.968,9.7943960452529,0,"LogNormal",88,1
"RSA-CP (OT) (Ours)",0.9265,7.71519428552869,0.019999999999996,"LogNormal",88,1
"SPI",0.897,6.56805769388928,0.039999999999992,"LogNormal",88,1
"Synthetic-only",0.897,6.56447334384338,0,"LogNormal",88,1
"SCP",0.968,9.7943960452529,0,"LogNormal",88,1.5
"RSA-CP (OT) (Ours)",0.9325,7.980745784671,0,"LogNormal",88,1.5
"SPI",0.939,8.2601407411646,0.0500000000000114,"LogNormal",88,1.5
"Synthetic-only",0.939,8.2557620376416,0,"LogNormal",88,1.5
"SCP",0.968,9.7943960452529,0,"LogNormal",88,2
"RSA-CP (OT) (Ours)",0.928,7.77331522795648,0.019999999999996,"LogNormal",88,2
"SPI",0.972,10.1456174782253,0.039999999999992,"LogNormal",88,2
"Synthetic-only",0.972,10.1301133773264,0,"LogNormal",88,2
"SCP",0.968,9.7943960452529,0,"LogNormal",88,3
"RSA-CP (OT) (Ours)",0.9325,7.95828052768053,0,"LogNormal",88,3
"SPI",0.9755,10.6689387454028,0.0500000000000114,"LogNormal",88,3
"Synthetic-only",0.9885,13.2349750628389,0,"LogNormal",88,3
"SCP",0.983,9.63864880031159,0,"Student-t",88,0.25
"RSA-CP (OT) (Ours)",0.9735,8.3222081585834,0.019999999999996,"Student-t",88,0.25
"SPI",0.9625,7.30418003931654,0.039999999999992,"Student-t",88,0.25
"Synthetic-only",0.954,6.75751913714958,0,"Student-t",88,0.25
"SCP",0.983,9.63864880031159,0,"Student-t",88,0.5
"RSA-CP (OT) (Ours)",0.972,8.13484364201423,0,"Student-t",88,0.5
"SPI",0.9625,7.30418003931654,0.0500000000000114,"Student-t",88,0.5
"Synthetic-only",0.953,6.56257301224766,0,"Student-t",88,0.5
"SCP",0.983,9.63864880031159,0,"Student-t",88,1
"RSA-CP (OT) (Ours)",0.9745,8.33802932176525,0.019999999999996,"Student-t",88,1
"SPI",0.965,7.58269679721453,0.0400000000000063,"Student-t",88,1
"Synthetic-only",0.9645,7.54939062722197,0,"Student-t",88,1
"SCP",0.983,9.63864880031159,0,"Student-t",88,1.5
"RSA-CP (OT) (Ours)",0.973,8.18743358706978,0,"Student-t",88,1.5
"SPI",0.9765,8.58977450708892,0.0499999999999972,"Student-t",88,1.5
"Synthetic-only",0.9765,8.56239764021132,0,"Student-t",88,1.5
"SCP",0.983,9.63864880031159,0,"Student-t",88,2
"RSA-CP (OT) (Ours)",0.9745,8.35575252144746,0,"Student-t",88,2
"SPI",0.9845,9.70386274634414,0.0499999999999972,"Student-t",88,2
"Synthetic-only",0.9865,10.3415070001673,0,"Student-t",88,2
"SCP",0.983,9.63864880031159,0,"Student-t",88,3
"RSA-CP (OT) (Ours)",0.973,8.30314409707024,0.0100000000000051,"Student-t",88,3
"SPI",0.9845,9.70386274634414,0.0499999999999972,"Student-t",88,3
"Synthetic-only",0.996,13.593190967313,0,"Student-t",88,3
"SCP",0.979,11.3626182001035,0,"LogNormal",89,0.25
"RSA-CP (OT) (Ours)",0.9755,10.6977410700557,0.00999999999999091,"LogNormal",89,0.25
"SPI",0.973,10.3293150172693,0.0400000000000063,"LogNormal",89,0.25
"Synthetic-only",0.721,4.22728522376267,0,"LogNormal",89,0.25
"SCP",0.979,11.3626182001035,0,"LogNormal",89,0.5
"RSA-CP (OT) (Ours)",0.9765,10.8334008300021,0,"LogNormal",89,0.5
"SPI",0.973,10.3293150172693,0.0499999999999972,"LogNormal",89,0.5
"Synthetic-only",0.812,5.12800622128528,0,"LogNormal",89,0.5
"SCP",0.979,11.3626182001035,0,"LogNormal",89,1
"RSA-CP (OT) (Ours)",0.976,10.7752609328822,0.00999999999999091,"LogNormal",89,1
"SPI",0.973,10.3293150172693,0.0400000000000063,"LogNormal",89,1
"Synthetic-only",0.8995,6.6131295002458,0,"LogNormal",89,1
"SCP",0.979,11.3626182001035,0,"LogNormal",89,1.5
"RSA-CP (OT) (Ours)",0.9765,10.8140208642955,0,"LogNormal",89,1.5
"SPI",0.973,10.3293150172693,0.0600000000000023,"LogNormal",89,1.5
"Synthetic-only",0.947,8.49647427515338,0.0100000000000051,"LogNormal",89,1.5
"SCP",0.979,11.3626182001035,0,"LogNormal",89,2
"RSA-CP (OT) (Ours)",0.9755,10.7323825784974,0,"LogNormal",89,2
"SPI",0.973,10.3293150172693,0.039999999999992,"LogNormal",89,2
"Synthetic-only",0.969,9.88830702219538,0,"LogNormal",89,2
"SCP",0.979,11.3626182001035,0,"LogNormal",89,3
"RSA-CP (OT) (Ours)",0.976,10.7652993683221,0,"LogNormal",89,3
"SPI",0.9885,13.2352114594995,0.0700000000000074,"LogNormal",89,3
"Synthetic-only",0.9885,13.2192736029675,0.0200000000000102,"LogNormal",89,3
"SCP",0.9625,7.24586766005496,0,"Student-t",89,0.25
"RSA-CP (OT) (Ours)",0.954,6.69895010166588,0,"Student-t",89,0.25
"SPI",0.9545,6.76720117709959,0.039999999999992,"Student-t",89,0.25
"Synthetic-only",0.954,6.75482634335,0,"Student-t",89,0.25
"SCP",0.9625,7.24586766005496,0,"Student-t",89,0.5
